id,meta_start,meta_end,meta_duration,meta_finished,meta_recorded,meta_captcha,meta_browser,meta_version,meta_operating system,meta_resolution_width,meta_resolution_height,meta_feedback,meta_resolution_ratio,meta_task_duration,meta_state_duration,meta_ace_duration,meta_temp_orient_duration,meta_psychopath_duration,meta_dems_duration,meta_task_duration_z,meta_state_duration_z,meta_ace_duration_z,meta_temp_orient_duration_z,meta_psychopath_duration_z,meta_dems_duration_z,stai_s01,stai_s02,stai_s03,stai_s04,stai_s05,stai_s06,stai_s07,stai_s08,stai_s09,stai_s10,stai_s11,stai_s12,stai_s13,stai_s14,stai_s15,stai_s16,stai_s17,stai_s18,stai_s19,stai_s20,sd_stai,sick,meal,hungry,sleep,rested,stai_s_mean,stai_s_missing,chaos01,chaos02,chaos03,chaos04,chaos05,chaos06,chaos07,chaos08,chaos09,chaos10,chaos11,chaos12,chaos13,chaos14,chaos15,unp01,unp02,unp03,unp04,unp05,unp06,unp07,unp08,unp_moving,unp_other_adults,unp_female_fig_num,unp_female_fig_rom,unp_male_fig_num,unp_male_fig_rom,quic01,quic02,quic03,quic04,quic05,quic06,quic07,quic08,quic09,quic10,quic11,quic12,quic13,quic14,quic15,quic16,quic17,quic18,quic19,quic20,quic21,quic22,quic23,quic24,quic25,quic26,quic27,quic28,quic29,quic30,quic31,quic32,quic33,quic34,quic35,quic36,quic37,change_env01,change_env02,change_env03,change_env04,sd_quic,sd_chaos,pcunp_mean,pcunp_missing,change_env_mean,change_env_missing,chaos_mean,chaos_missing,quic_monitoring_mean,quic_monitoring_missing,quic_par_predict_mean,quic_par_predict_missing,quic_par_env_mean,quic_par_env_missing,quic_phys_env_mean,quic_phys_env_missing,quic_safety_mean,quic_safety_missing,quic_total_mean,quic_total_missing,unp_moving_binned,unp_male_fig_rom_binned,unp_female_fig_rom_binned,unp_subj_comp,unp_obj_comp,unp_comp,violence01,violence02,violence03,violence04,violence05,violence06,violence07,aces_fighting1,aces_fighting2,sd_violence,nvs_mean,nvs_missing,fighting_mean,vio_comp,ses01,ses02,ses03,ses04,ses05,ses06,ses07,dems_edu_first,dems_edu_second,dems_income_past,dems_class_past,sd_ses,edu_caregivers,ses_subj_comp,ses_subj_missing,ses_obj_comp,ses_obj_missing,ses_comp,impuls01,impuls02,impuls03,impuls04,impuls05,fos01,fos02,fos03,fos04,fos05,fos06,fos07,fos08,fos09,fos10,fos11,fos12,fos13,fos14,fos15,sd_fos,impuls_mean,impuls_missing.x,fos_pa_mean,fos_pa_missing,fos_tp_mean,fos_tp_missing,fos_fc_mean,fos_fc_missing,fos_fo_mean,fos_fo_missing,depression01.x,depression02.x,depression03.x,depression04.x,depression05.x,depression06.x,depression07.x,depression08.x,depression09.x,depression10.x,depression11.x,depression12.x,depression13.x,depression14.x,depression15.x,depression16.x,depression17.x,depression18.x,depression19.x,depression20.x,sd_depression.x,depression_mean.x,impuls_missing.y,depression01.y,depression02.y,depression03.y,depression04.y,depression05.y,depression06.y,depression07.y,depression08.y,depression09.y,depression10.y,depression11.y,depression12.y,depression13.y,depression14.y,depression15.y,depression16.y,depression17.y,depression18.y,depression19.y,depression20.y,sd_depression.y,depression_mean.y,impuls_missing,family_composition.x,fam_composition_multiple.x,dems_ethnicity,dems_ethnicity_mixed,dems_age,dems_sex,dems_gender,dems_gender_4_text,dems_born_us,dems_class_current,dems_edu,dems_occupation,dems_income,weight,height,activity,att_check01,att_check02,att_getup,att_interrupted,att_noise,attention_check_sum,attention_interrupt_sum,family_composition.y,fam_composition_multiple.y,ex_narb_NA_selfreport_pass,ex_narb_attention_checks_pass,ex_narb_suspect_responses_pass,ex_narb_resolution_ratio,ex_narb_resolution_height,counterbalance,rt_flanker_congruent_degraded,rt_flanker_congruent_enhanced,rt_flanker_congruent_standard,rt_flanker_incongruent_degraded,rt_flanker_incongruent_enhanced,rt_flanker_incongruent_standard,acc_flanker_congruent_degraded,acc_flanker_congruent_enhanced,acc_flanker_congruent_standard,acc_flanker_incongruent_degraded,acc_flanker_incongruent_enhanced,acc_flanker_incongruent_standard,start_a_flanker_std,start_t0_flanker_std,start_p_flanker_std,start_rd_flanker_std,start_sda_flanker_std,start_g2_flanker_std,start_bbic_flanker_std,a_flanker_std,t0_flanker_std,p_flanker_std,rd_flanker_std,sda_flanker_std,g2_flanker_std,bbic_flanker_std,final_width_px,scale_factor,no_resize,fullscreenenter,fullscreenexit,blur_event,focus_event,event_during_flanker
426,2022-03-18T23:37:19Z,2022-03-18T23:56:22Z,1143,1,2022-03-18T23:56:24Z,1,Firefox,98.0,Windows NT 10.0,1920,1080,NA,1.7777777777777777,489,89,318,73,46,68,-0.3882048638144354,-0.15999352164772415,-0.3397934987023989,-0.3104142252200967,-0.3063900690526044,-0.3419715215851719,2,2,1,1,2,1,1,3,1,2,3,1,2,1,1,1,1,1,2,1,1.1652874052533586,1,1,2,3,2,1.5,0,4,3,1,4,1,2,2,3,3,1,3,3,1,4,5,4,4,5,3,4,4,3,3,3,1,1,0,0,0,5,3,4,4,4,2,3,3,3,1,4,1,4,4,3,2,5,4,2,2,3,4,1,3,3,2,5,2,4,3,1,3,3,2,2,1,1,4,4,2,2,1.1203817453240013,0.990430401872025,3.75,0,3,0,2.6666666666666665,0,3.4444444444444446,0,2.9166666666666665,0,3,0,2.5714285714285716,0,1.3333333333333333,0,2.864864864864865,0,2,0,0,1.1507124056454376,0.5072680350220491,0.8289902203337434,1,1,3,1,1,1,1,1,1,1.5735915849388864,1.2857142857142858,0,1,-0.7941589286438315,3,3,3,2,1,1,3,2,3,1,2,0.9511897312113419,2.5,2.2857142857142856,0,-1.1822359406922383,0,-1.347163597550858,4,5,4,1,3,2,2,3,2,3,4,2,5,4,4,1,3,1,3,2,1.162919151265879,3.4,0,2.4,0,2.8,0,3,0,2.7333333333333334,0,1,3,1,3,3,2,3,3,1,1,3,2,2,2,1,2,1,2,2,1,0.8255779474818965,1.95,0,1,3,1,3,3,2,3,3,1,1,3,2,2,2,1,2,1,2,2,1,0.8255779474818965,1.95,0,"I lived with my mother, but not father, most of the time. & I lived with my father, but not mother, most of the time. & I lived with my mother and father an equal amount of time (joint custody)",1,"White, Caucasian, Anglo, European American",0,19,0,3,NA,1,2,3,Unemployed - seeking work,1,145,71,1,5,2,0,0,1,0,0,"I lived with my mother, but not father, most of the time. & I lived with my father, but not mother, most of the time. & I lived with my mother and father an equal amount of time (joint custody)",1,TRUE,TRUE,TRUE,TRUE,TRUE,6,0.5420344827586207,0.45503225806451614,0.4549375,0.5166451612903226,0.4983548387096774,0.5686129032258065,0.90625,1,1,1,0.96875,0.96875,0.066,0.342,0.483,0.017,1.563,60.00465156624069,1901.3605174545178,0.066,0.343,0.51,0.017,1.622,83.04346764019034,1904.1240790418465,304,0.9007407407407407,1,3,0,0,3,FALSE
427,2022-03-18T23:18:01Z,2022-03-18T23:59:34Z,2492,1,2022-03-18T23:59:36Z,0.8999999761581421,Chrome,99.0.4844.51,Windows NT 10.0,1536,864,NA,1.7777777777777777,620,187,1029,209,133,238,-0.11933117980019806,0.3801992271248428,2.2396937431730883,1.3640867293231664,1.4752155881375035,1.5675774858064815,4,3,2,1,3,1,1,3,1,4,3,3,1,1,4,3,1,1,3,3,0.6069769786668839,0,0,1,3,2,2.3,0,3,4,3,4,4,2,5,3,3,2,2,5,2,4,5,2,1,1,1,1,3,2,3,2,1,1,0,1,0,3,4,5,3,3,3,4,3,4,2,3,4,1,4,3,3,4,3,4,5,3,4,1,3,3,3,1,2,2,2,2,3,3,3,1,1,1,1,2,2,2,0.9894336657800659,0.8618916073713346,1.75,0,1.75,0,3.4,0,3.5555555555555554,0,3.25,0,2.5,0,2.4285714285714284,0,1,0,2.864864864864865,0,1,0,0,0.597173924932826,-0.14280879051279902,0.22718256721001345,3,2,4,3,1,3,3,2,1,0.7867957924694432,2.7142857142857144,0,1.5,0.22777744339554973,3,3,3,2,1,1,3,4,9,NA,6,0.9511897312113419,6.5,2.2857142857142856,0,2.097241857094296,1,0.6518497676282946,3,3,3,3,3,3,3,3,3,2,3,2,3,2,1,3,5,4,1,5,1.0600988273786194,3,0,3.4,0,2.4,0,2.8,0,2.8666666666666667,0,2,1,3,4,4,3,2,3,4,2,1,3,1,3,2,3,1,3,3,2,0.9514531821875089,2.5,0,2,1,3,4,4,3,2,3,4,2,1,3,1,3,2,3,1,3,3,2,0.9514531821875089,2.5,0,"I lived with my extended family on mother's side (grandparents, aunts ,uncles, cousins)",0,"Hispanic of Latino (e.g., Mexican American, Central American, and others) & Filipino",1,27,1,2,NA,1,3,6,Customer Representative,3,115,60,2,5,2,0,0,1,0,0,"I lived with my extended family on mother's side (grandparents, aunts ,uncles, cousins)",0,TRUE,TRUE,TRUE,TRUE,TRUE,2,0.4945562500059605,0.41629374998435376,0.45082812499254943,0.538931250013411,0.4656566666563352,0.5060193548356333,1,1,1,1,0.967741935483871,0.96875,0.056,0.346,0.594,0.021,1.711,188.3906263198125,2043.6176404132761,0.057,0.346,0.661,0.022,1.816,209.24201009710836,2043.6952801926916,388,1.1496296296296296,0,3,0,0,3,FALSE
429,2022-03-18T23:29:47Z,2022-03-19T00:03:18Z,2011,1,2022-03-19T00:03:19Z,0.8999999761581421,Chrome,99.0.4844.51,Windows NT 10.0,1366,768,No.,1.7786458333333333,571,125,759,190,115,118,-0.21990225244674486,0.038444630962606564,1.2601416260051816,1.1301490959678577,1.1066075211326536,0.21966053941237323,2,2,1,1,2,1,1,3,1,2,2,1,1,1,2,2,1,1,2,2,0.998683343734455,0,1,1,4,3,1.55,0,2,2,2,2,1,1,2,2,2,1,1,3,2,3,2,2,4,1,1,1,3,1,1,10,2,0,0,0,0,1,2,2,3,2,1,2,2,2,2,2,2,1,3,2,1,1,3,4,4,3,4,2,3,1,4,1,1,5,2,1,2,1,1,1,3,2,2,1,3,1,1.3847084232492477,1.245945806357946,1.75,0,1.75,0,1.8666666666666667,0,1.8888888888888888,0,2.3333333333333335,0,2.5,0,1.8571428571428572,0,2,0,2.135135135135135,0,5,0,0,-0.3917938300814568,0.7338342129191611,0.17102019141885214,3,1,4,1,1,1,1,2,1,0.7867957924694432,1.7142857142857142,0,1.5,-0.3523011961613431,3,3,5,2,2,1,4,4,3,NA,2,1.2724180205607036,3.5,2.857142857142857,0,-0.7814618182828701,1,-0.7931639996798249,1,2,2,2,2,4,5,4,4,2,5,4,4,4,3,5,4,5,4,3,1.2909944487358056,1.8,0,4.4,0,4,0,3.6,0,4,0,1,3,1,1,1,1,3,1,1,1,3,1,2,1,1,2,1,1,1,2,1.190974832912761,1.45,0,1,3,1,1,1,1,3,1,1,1,3,1,2,1,1,2,1,1,1,2,1.190974832912761,1.45,0,"I lived with my mother, but not father, most of the time. & I lived with my extended family on father's side (grandparents, aunts ,uncles, cousins)",1,"White, Caucasian, Anglo, European American & Native American/Alaskan Native/indigenous",1,26,1,2,NA,1,2,5,N/A,2,115,63,2,5,1,0,0,0,1,0,"I lived with my mother, but not father, most of the time. & I lived with my extended family on father's side (grandparents, aunts ,uncles, cousins)",1,TRUE,TRUE,TRUE,TRUE,TRUE,3,0.5666468750014901,0.5438093749973923,0.5212906250022351,0.6323225806441999,0.5710096774178166,0.6069718749998138,1,1,1,0.96875,1,1,0.071,0.426,0.685,0.013,1.364,53.65587991272703,1858.293717059478,0.072,0.425,0.775,0.013,1.454,39.81738538873488,1825.0318715031626,374,1.108148148148148,0,3,0,0,3,FALSE
430,2022-03-18T23:07:41Z,2022-03-19T00:03:36Z,3354,1,2022-03-19T00:03:37Z,0.8999999761581421,Chrome,99.0.4844.51,Macintosh,1440,900,n/a,1.6,2497,65,515,85,68,75,3.7331566438236456,-0.2922856233879446,0.37491674974974026,-0.16266414099569113,0.14413090173110105,-0.2633430330455156,3,3,1,1,3,1,2,3,1,3,3,1,1,1,3,3,2,2,3,3,0.4893604849295929,0,1,1,3,2,2.15,0,3,4,3,4,3,3,4,3,4,3,3,3,3,5,5,4,4,4,1,4,4,4,4,4,1,1,0,1,0,3,4,5,2,5,3,4,4,3,2,3,2,2,4,3,5,4,4,2,3,2,5,3,2,2,1,1,1,2,1,1,4,2,2,1,2,3,2,2,2,2,0.9062677977956192,0.828078671210825,3.625,0,2,0,3.533333333333333,0,3.6666666666666665,0,3,0,2.3333333333333335,0,1.8571428571428572,0,2,0,2.7567567567567566,0,2,0,0,1.4275800703404193,0.16253517528056266,0.795057622810491,3,3,4,2,1,4,3,2,1,0.9759000729485332,2.857142857142857,0,1.5,0.3106458204751058,3,3,3,3,1,1,3,9,9,1,2,0.9759000729485332,9,2.4285714285714284,0,-0.007765148525245309,0,-0.553835479631602,2,1,1,4,2,3,3,3,4,4,2,4,2,4,4,5,5,5,4,3,1.162919151265879,2,0,3.8,0,3.6,0,3.6,0,3.6666666666666665,0,4,1,2,3,2,3,2,3,2,2,3,3,1,4,3,3,3,4,4,4,0.99472291830968,2.8,0,4,1,2,3,2,3,2,3,2,2,3,3,1,4,3,3,3,4,4,4,0.99472291830968,2.8,0,"I lived with my mother, but not father, most of the time.",0,"Hispanic of Latino (e.g., Mexican American, Central American, and others)",0,22,1,2,NA,1,2,3,College Student,1,175,61,2,5,2,0,0,0,0,0,"I lived with my mother, but not father, most of the time.",0,TRUE,TRUE,TRUE,TRUE,TRUE,2,0.56125,0.44460322580678807,0.47159354838656803,0.610218750001397,0.5037933333329856,0.535240625000326,1,1,1,1,0.967741935483871,1,0.128,0.287,0.749,0.016,1.569,73.79665239422417,1862.2482323228314,0.135,0.293,0.778,0.021,1.709,85.2886148568855,1866.7609595234578,304,0.9007407407407407,1,3,0,12,15,FALSE
431,2022-03-18T23:47:09Z,2022-03-19T00:05:55Z,1125,1,2022-03-19T00:05:56Z,0.8999999761581421,Chrome,99.0.4844.51,Windows NT 10.0,1280,1024,NA,1.25,594,66,249,65,50,60,-0.17269542242897798,-0.2867734524821021,-0.5901234842008639,-0.4089142813697004,-0.22447716527374886,-0.43183265134477916,2,2,1,2,2,1,2,2,1,2,3,1,1,1,2,1,2,1,2,2,0.9880869341680844,0,1,1,1,1,1.65,0,5,3,4,5,3,5,4,3,5,3,5,5,5,5,5,5,5,4,1,5,5,5,5,4,2,0,0,0,0,3,4,5,5,5,4,5,5,5,1,4,5,5,5,3,3,5,5,5,5,5,5,5,4,1,4,3,2,4,4,3,4,3,3,3,5,5,3,1,2,2,1.572091432287407,1.6417180315870614,4.375,0,2,0,4.333333333333333,0,4.555555555555555,0,4.25,0,3.6666666666666665,0,3.2857142857142856,0,4.333333333333333,0,4.054054054054054,0,2,0,0,2.6718605598796876,0.16253517528056266,1.4171978675801251,5,5,5,5,5,5,5,8,3,1.9518001458970664,5,0,5.5,3.099692286619009,3,2,4,2,1,1,2,4,4,2,2,1.2724180205607036,4,2.142857142857143,0,-0.69712652889908,0,-1.1288907189510247,3,3,3,3,3,4,3,3,4,3,5,4,3,3,5,3,4,1,4,4,1.1254628677422756,3,0,3.6,0,3.2,0,3.8,0,3.533333333333333,0,3,1,2,3,3,2,3,2,2,3,4,3,1,2,2,3,3,3,3,4,0.8271701918685112,2.6,0,3,1,2,3,3,2,3,2,2,3,4,3,1,2,2,3,3,3,3,4,0.8271701918685112,2.6,0,I lived with my mother and father an equal amount of time (joint custody),0,"Black or African American & Hispanic of Latino (e.g., Mexican American, Central American, and others) & Native American/Alaskan Native/indigenous",1,25,1,3,NA,1,1,4,Disabled,1,247,62,2,5,2,0,0,0,0,0,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,6,0.5663031249046325,0.490971874922514,0.493890625,0.6817931035140465,0.5398032258249098,0.6111333333969116,1,1,1,0.90625,0.96875,0.967741935483871,0.073,0.335,0.443,0.009,1.339,40.733271386606695,1880.9328004179865,0.073,0.337,0.505,0.009,1.362,35.29226931459814,1860.7156580331418,472,1.3985185185185185,0,3,0,0,3,FALSE
432,2022-03-18T23:48:33Z,2022-03-19T00:11:17Z,1364,1,2022-03-19T00:11:18Z,0.8999999761581421,Safari,15.3,Macintosh,1440,900,I had to leave full screen mode once in the childhood part because the screen would not scroll. once I refreshed the page it let me scroll,1.6,502,111,465,69,53,67,-0.36152274250004546,-0.03872576171918871,0.1935182095334613,-0.35966425329489854,-0.16304248743960723,-0.35320416280512285,1,1,1,1,1,1,1,3,1,2,3,1,2,1,3,1,1,1,3,3,1.1697953037312037,0,0,3,3,2,1.6,0,2,2,2,2,3,2,3,2,2,2,1,2,2,2,2,2,1,3,1,1,1,2,1,3,2,0,0,0,0,2,3,4,4,3,2,2,2,4,3,3,2,1,2,2,1,2,1,1,1,3,3,3,1,2,3,2,1,3,1,1,2,2,2,1,1,1,1,2,1,1,1.1598902298689069,1.0600988273786194,1.5,0,1.25,0,2.066666666666667,0,2.888888888888889,0,1.8333333333333333,0,2.3333333333333335,0,1.7142857142857142,0,1,0,2.081081081081081,0,2,0,0,-0.4372658745496692,-0.09601446952555226,-0.2666401720376107,2,2,3,2,2,2,1,1,1,0.9511897312113419,2,0,1,-0.37981704324605103,4,4,4,4,2,2,3,7,7,2,3,0.9511897312113419,7,3.2857142857142856,0,0.18920499890107342,0,0.030788325313879428,1,2,2,2,2,4,4,4,4,3,5,4,4,3,3,3,4,4,3,3,0.8837151016885368,1.8,0,4.2,0,3.4,0,3.4,0,3.6666666666666665,0,2,3,3,4,2,2,2,3,2,2,2,3,2,3,1,3,3,3,2,2,0.5871429486123998,2.45,0,2,3,3,4,2,2,2,3,2,2,2,3,2,3,1,3,3,3,2,2,0.5871429486123998,2.45,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,21,1,2,NA,1,3,4,student,2,200,67,3,5,2,0,1,0,0,1,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,3,0.7143749999999963,0.5685937499999987,0.5740625000000072,0.7728709677419392,0.6267187500000032,0.6267666666666638,1,1,1,0.96875,1,0.967741935483871,0.07,0.409,0.431,0.019,1.568,138.37226629728633,1985.41358145127,0.072,0.407,0.475,0.017,1.731,151.71287944027142,1978.1771299183065,358,1.0607407407407408,0,3,0,0,3,FALSE
433,2022-03-18T23:47:01Z,2022-03-19T00:12:16Z,1514,1,2022-03-19T00:12:18Z,0.8999999761581421,Chrome,99.0.4844.51,Macintosh,1680,1050,NA,1.6,562,175,427,114,88,85,-0.23837449027978405,0.31405317625473256,0.055655318969089276,0.19439856254662236,0.5536954206253788,-0.15101662084600656,2,2,2,1,3,1,2,2,1,1,3,2,2,1,2,3,2,1,3,2,0.8522416262267903,0,1,1,3,2,1.9,0,3,2,3,3,3,3,4,3,2,3,4,3,2,3,3,2,3,2,1,1,2,3,1,4,1,1,0,0,0,2,4,2,2,2,1,1,1,2,2,2,1,1,2,2,1,3,2,2,3,3,2,4,1,1,3,1,1,3,1,1,2,2,1,2,4,1,2,1,1,1,1.416865380869865,0.5936168397046637,1.875,0,1.25,0,2.933333333333333,0,1.8888888888888888,0,2,0,2,0,1.5714285714285714,0,2.3333333333333335,0,1.9189189189189189,0,2,0,0,0.03448198072336553,-0.09601446952555226,-0.030766244401093365,1,2,2,3,2,2,2,3,1,1.2149857925879117,2,0,2,0.0066881592415893995,4,4,4,5,2,2,2,7,7,3,2,1.1338934190276817,7,3.2857142857142856,0,0.05901460416338424,0,-0.048569534426548225,2,2,3,5,3,4,5,3,4,3,5,4,2,3,4,5,4,4,4,5,1.3020130933435712,3,0,4.2,0,3.8,0,3.8,0,3.933333333333333,0,1,1,2,2,2,3,3,2,2,1,3,2,1,3,1,2,3,3,4,3,0.9403246919632545,2.2,0,1,1,2,2,2,3,3,2,2,1,3,2,1,3,1,2,3,3,4,3,0.9403246919632545,2.2,0,"I lived with my mother, but not father, most of the time.",0,Black or African American,0,26,1,2,NA,1,2,7,Volunteer Coordinator,2,260,66,1,5,2,0,0,1,0,0,"I lived with my mother, but not father, most of the time.",0,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5626354838686605,0.45753749999962745,0.502934374993667,0.6418451612880153,0.5151258064431529,0.6042137931009819,0.96875,1,1,0.96875,0.96875,0.90625,0.063,0.407,0.597,0.009,1.324,45.154326548852076,1925.7763753749148,0.064,0.405,0.698,0.009,1.351,38.646941038009174,1892.6484956093452,434,1.285925925925926,0,3,0,0,3,FALSE
434,2022-03-18T23:53:56Z,2022-03-19T00:14:52Z,1255,1,2022-03-19T00:14:53Z,0.8999999761581421,Firefox,98.0,Windows NT 10.0,1366,768,Nope.,1.7786458333333333,561,81,365,72,44,86,-0.24042696115012174,-0.2040908888944643,-0.16927887089909666,-0.32272673223879716,-0.34734652094203217,-0.13978397962605565,3,3,1,1,2,1,1,3,1,3,4,1,1,1,2,3,1,1,4,3,0.6882472016116853,0,1,1,2,2,2,0,4,3,3,4,2,2,3,3,3,2,1,4,1,3,3,2,3,1,1,2,3,3,2,1,2,0,0,0,0,2,3,1,3,4,3,4,4,4,2,3,2,1,4,4,2,2,2,2,4,4,4,1,1,1,4,4,1,2,3,2,4,3,2,2,3,1,2,1,2,2,1.070348375831741,0.7237468644557459,2.125,0,1.75,0,2.7333333333333334,0,3.111111111111111,0,2.6666666666666665,0,2.5,0,2.4285714285714284,0,2,0,2.6486486486486487,0,1,0,0,0.3752270412189316,-0.14280879051279902,0.11620912535306628,3,3,5,2,2,3,2,3,1,0.7559289460184544,2.857142857142857,0,2,0.5038984217189261,1,2,3,3,1,1,2,4,10,1,1,1.2149857925879117,7,1.8571428571428572,0,-0.7134088621458613,0,-1.2936690501794208,3,2,2,3,2,3,2,3,3,2,2,2,3,2,2,4,3,4,2,2,0.7367883976130072,2.4,0,2.8,0,2.6,0,2.4,0,2.6,0,1,1,1,2,2,1,3,3,1,1,4,3,2,1,1,2,1,1,1,2,0.9233805168766387,1.7,0,1,1,1,2,2,1,3,3,1,1,4,3,2,1,1,2,1,1,1,2,0.9233805168766387,1.7,0,"I lived with my mother and father an equal amount of time (joint custody) & I lived with my extended family on father's side (grandparents, aunts ,uncles, cousins)",1,"Asian or Asian American (e.g., Chinese, Japanese, and others)",0,24,0,1,NA,1,2,6,Unemployed,2,130,66,1,5,2,0,0,0,0,0,"I lived with my mother and father an equal amount of time (joint custody) & I lived with my extended family on father's side (grandparents, aunts ,uncles, cousins)",1,TRUE,TRUE,TRUE,TRUE,TRUE,5,0.6184375,0.4782258064516129,0.5634838709677419,0.71553125,0.5701379310344827,0.5923870967741935,1,0.96875,0.96875,1,0.90625,0.96875,0.069,0.341,0.308,0.04,1.326,176.60883128943198,2083.5351318610815,0.07,0.341,0.319,0.016,1.384,210.25069568313302,2085.4053265267617,384,1.1377777777777778,0,3,0,0,3,FALSE
436,2022-03-18T23:41:46Z,2022-03-19T00:17:36Z,2149,1,2022-03-19T00:17:38Z,0.800000011920929,Chrome,99.0.4844.74,Windows NT 10.0,1536,1024,NA,1.5,1573,61,294,72,31,71,1.8366735596316204,-0.3143343070113147,-0.4268647980062128,-0.32272673223879716,-0.6135634582233127,-0.3082735979253192,3,3,2,2,2,1,1,3,1,2,3,2,2,3,3,3,1,2,3,3,0.6048053188292994,0,1,1,2,3,2.25,0,5,3,3,3,4,3,3,3,4,2,2,3,1,3,4,3,5,5,5,5,4,4,5,3,1,0,0,5,0,3,2,2,2,5,3,4,4,5,2,2,3,3,5,5,3,5,5,5,5,5,5,1,1,2,1,1,4,2,5,5,1,1,5,1,5,2,3,4,5,5,1.624234631492057,0.8997354108424374,4.5,0,4.25,0,3.066666666666667,0,3.3333333333333335,0,4,0,1.8333333333333333,0,3.2857142857142856,0,2.6666666666666665,0,3.2432432432432434,0,2,0,0,1.8186199678993114,0.9381841096989074,1.3784020387991094,4,3,3,5,3,4,4,8,8,0.9759000729485332,3.7142857142857144,0,8,3.3201398991221054,3,3,3,3,2,2,2,3,3,3,2,0.6900655593423543,3,2.5714285714285716,0,-0.6637366525547652,0,-0.8762577463484977,4,4,4,2,4,2,2,2,2,2,5,3,5,4,3,1,2,2,3,2,1.2227992865708155,3.6,0,2.8,0,2.6,0,2.6,0,2.6666666666666665,0,2,4,4,3,4,4,4,3,4,4,4,3,3,4,1,3,3,3,3,3,0.9679060415469871,3.3,0,2,4,4,3,4,4,4,3,4,4,4,3,3,4,1,3,3,3,3,3,0.9679060415469871,3.3,0,I lived with my mother and father an equal amount of time (joint custody),0,"Asian or Asian American (e.g., Chinese, Japanese, and others)",0,24,1,3,NA,1,1,4,Student,1,113,66,1,5,2,0,1,1,0,1,I lived with my mother and father an equal amount of time (joint custody),0,TRUE,TRUE,TRUE,TRUE,TRUE,6,0.41795312499720605,0.40303437499981376,0.4366218750001863,0.5142037037025999,0.45513571428507565,0.4880466666628917,1,1,1,0.84375,0.875,0.9375,0.057,0.35,0.717,0.025,1.784,69.76035483511023,1941.2224488977615,0.055,0.351,0.758,0.025,1.872,74.97766681181282,1923.8062372833872,434,1.285925925925926,0,3,0,3,6,FALSE
437,2022-03-18T23:57:27Z,2022-03-19T00:19:24Z,1316,1,2022-03-19T00:19:24Z,0.8999999761581421,Safari,15.1,Macintosh,1680,1050,NA,1.6,510,234,301,83,52,80,-0.3451029755373439,0.6392712596994412,-0.40146900237593375,-0.18728915503309204,-0.1835207133843211,-0.2071798269457611,3,3,2,3,3,1,2,3,1,3,3,1,1,2,3,3,2,1,4,3,0.5501196042201808,0,0,1,2,1,2.35,0,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,0,2,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1.8195633571851273,1.7593288763724921,1,0,1.5,0,1.3333333333333333,0,1.2222222222222223,0,1.1666666666666667,0,1,0,1.2857142857142858,0,1,0,1.162162162162162,0,0,0,0,-1.377808854935466,-0.44815275630616064,-0.9129808056208133,1,1,3,1,1,1,1,1,1,1.5735915849388864,1.2857142857142858,0,1,-0.7941589286438315,4,4,3,4,3,3,4,6,6,NA,3,0.7559289460184544,6,3.5714285714285716,0,0.41251961278270693,1,0.32176366763103004,1,1,1,2,1,5,4,4,5,3,5,1,4,4,4,4,4,4,3,4,1.1832159566199232,1.2,0,3.8,0,3.6,0,4.2,0,3.8666666666666667,0,1,3,3,4,3,4,4,3,1,2,3,3,4,4,1,3,3,4,3,3,1.0894228312566052,2.95,0,1,3,3,4,3,4,4,3,1,2,3,3,4,4,1,3,3,4,3,3,1.0894228312566052,2.95,0,NA,NA,"White, Caucasian, Anglo, European American",0,28,1,2,NA,1,3,4,Full-time student,3,121,60,2,5,2,0,0,1,0,0,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,5,0.6802903225806456,0.49812903225806265,0.5253749999999981,0.7657666666666653,0.5849199999999977,0.6388620689655192,0.96875,0.96875,1,0.9375,0.8064516129032258,0.9354838709677419,0.07,0.362,0.448,0.014,1.902,84.29332395227085,1975.4731623567054,0.069,0.364,0.432,0.015,1.955,99.67380679604915,1971.8791285727702,420,1.2444444444444445,0,3,0,0,3,FALSE
