  dataset        a        v       t0  penalty      fit     time   method
 par_sim1915   0.9760   1.1524   0.3952   0.0000  -4.3142   0.0040       ML
 par_sim1916   0.8303   1.0099   0.4042   0.0000 -15.9536   0.0050       ML
 par_sim1917   1.2039   1.1653   0.4984   0.0000   9.0691   0.0040       ML
 par_sim1918   1.4877   1.1210   0.7397   0.0000  24.5555   0.0050       ML
 par_sim1919   1.9438   0.4828   0.3131   0.0000  67.0968   0.0030       ML
 par_sim192   1.4014  -0.1674   0.6376   0.0000  44.1019   0.0040       ML
 par_sim1920   1.1578   0.0003   0.4597   0.0000  25.9982   0.0030       ML
 par_sim1921   1.7934   1.0096   0.4884   0.0000  40.1638   0.0040       ML
 par_sim1922   1.1748   1.1340   0.6561   0.0000  10.3951   0.0040       ML
 par_sim1923   0.8808   1.9541   0.5752   0.0000 -30.2350   0.0040       ML
 par_sim1924   1.3716   0.6788   0.3718   0.0000  32.9116   0.0040       ML
 par_sim1925   1.0253   0.7391   0.3976   0.0000   5.3254   0.0040       ML
 par_sim1926   1.2527   0.8941   0.5990   0.0000  20.8699   0.0030       ML
 par_sim1927   1.7376   0.1883   0.5289   0.0000  62.3929   0.0030       ML
 par_sim1928   1.1305   0.6988   0.4794   0.0000  11.8503   0.0040       ML
 par_sim1929   1.2903   0.9857   0.3454   0.0000  18.9823   0.0040       ML
 par_sim193   1.3797   1.9555   0.5247   0.0000  -6.3507   0.0040       ML
 par_sim1930   1.1041   1.4976   0.4252   0.0000  -4.5648   0.0040       ML
 par_sim1931   1.6124   1.0215   0.3795   0.0000  33.5507   0.0040       ML
 par_sim1932   1.5258   0.9055   0.5705   0.0000  33.9585   0.0030       ML
 par_sim1933   1.5100   1.0941   0.5344   0.0000  26.7614   0.0030       ML
 par_sim1934   1.5680   0.7269   0.3946   0.0000  42.1136   0.0030       ML
 par_sim1935   1.0346   1.8840   0.7280   0.0000 -17.5956   0.0040       ML
 par_sim1936   1.4522   1.1992   0.5355   0.0000  21.9040   0.0040       ML
 par_sim1937   1.4755   0.3328   0.4888   0.0000  45.3203   0.0030       ML
 par_sim1938   1.2462   2.0477   0.5540   0.0000 -14.1513   0.0030       ML
 par_sim1939   1.9074   0.9458   0.3625   0.0000  46.4812   0.0030       ML
 par_sim194   1.2771   1.5550   0.4810   0.0000   2.2711   0.0040       ML
 par_sim1940   1.5984   1.3207   0.5276   0.0000  22.3884   0.0030       ML
 par_sim1941   1.1207   1.7813   0.2913   0.0000 -11.3820   0.0030       ML
 par_sim1942   1.2118   0.6166   0.2785   0.0000  23.2080   0.0030       ML
 par_sim1943   1.5377   1.4451   0.4135   0.0000  14.9367   0.0030       ML
 par_sim1944   1.4803   1.4305   0.4902   0.0000  14.5403   0.0040       ML
 par_sim1945   1.0282   1.4418   0.5361   0.0000  -7.0639   0.0040       ML
 par_sim1946   1.5995   1.9478   0.5089   0.0000  -0.5259   0.0030       ML
 par_sim1947   1.4984   0.2156   0.4131   0.0000  48.4289   0.0030       ML
 par_sim1948   1.6436   2.0220   0.5945   0.0000  -1.3657   0.0040       ML
 par_sim1949   0.9748   1.7165   0.7644   0.0000 -17.9272   0.0030       ML
 par_sim195   1.1529   0.5001   0.5403   0.0000  19.6144   0.0040       ML
 par_sim1950   1.7016   1.6086   0.5969   0.0000  13.6875   0.0040       ML
 par_sim1951   1.2212   1.2994   0.4754   0.0000   8.4593   0.0030       ML
 par_sim1952   0.8775   2.0605   0.4618   0.0000 -31.1318   0.0040       ML
 par_sim1953   0.8683   0.8436   0.4436   0.0000  -8.7869   0.0040       ML
 par_sim1954   1.6880   2.2172   0.6324   0.0000  -6.9847   0.0030       ML
 par_sim1955   1.4576   0.5201   0.5790   0.0000  40.5681   0.0040       ML
 par_sim1956   1.4337   0.8093   0.3854   0.0000  31.7480   0.0030       ML
 par_sim1957   1.6590   0.3386   0.4527   0.0000  58.2037   0.0030       ML
 par_sim1958   1.6550   0.5560   0.5632   0.0000  52.4599   0.0030       ML
 par_sim1959   0.9151   0.8076   0.3160   0.0000  -4.0554   0.0050       ML
 par_sim196   1.7120   0.0005   0.3732   0.0000  64.0764   0.0040       ML
 par_sim1960   1.7676   2.0804   0.4723   0.0000  -1.1178   0.0060       ML
 par_sim1961   1.2932   1.0686   0.3832   0.0000  17.2420   0.0040       ML
 par_sim1962   1.4037   1.0627   0.3986   0.0000  23.5778   0.0030       ML
 par_sim1963   1.3660   1.8043   0.4509   0.0000  -2.4704   0.0040       ML
 par_sim1964   1.3954   2.3310   0.3222   0.0000 -16.3242   0.0040       ML
 par_sim1965   1.4818   1.0598   0.6488   0.0000  25.1434   0.0090       ML
 par_sim1966   1.3574   1.0942   0.4340   0.0000  20.6355   0.0030       ML
 par_sim1967   1.1728   1.0573   0.6082   0.0000  11.4466   0.0040       ML
 par_sim1968   0.8887   0.9474   0.5772   0.0000  -9.5725   0.0040       ML
 par_sim1969   1.4017   1.0846   0.6780   0.0000  21.9921   0.0040       ML
 par_sim197   1.4436   0.9393   0.5114   0.0000  29.7085   0.0040       ML
 par_sim1970   1.2492   0.7590   0.5556   0.0000  22.0968   0.0040       ML
 par_sim1971   1.0330   1.6054   0.4488   0.0000 -11.4601   0.0040       ML
 par_sim1972   0.9162   0.6379   0.2590   0.0000  -4.1814   0.0040       ML
 par_sim1973   1.2796   1.8415   0.5474   0.0000  -5.7809   0.0140       ML
 par_sim1974   1.5078   1.0914   0.5704   0.0000  26.6687   0.0040       ML
 par_sim1975   1.6409   0.8260   0.6308   0.0000  42.4791   0.0040       ML
 par_sim1976   1.1662   1.0841   0.5186   0.0000   9.4022   0.0050       ML
 par_sim1977   1.2171   0.8570   0.5356   0.0000  18.2274   0.0030       ML
 par_sim1978   0.8094   1.7611   0.4143   0.0000 -31.9527   0.0040       ML
 par_sim1979   1.2237   0.9304   0.6092   0.0000  17.4017   0.0030       ML
 par_sim198   1.3213   0.8227   0.5156   0.0000  23.1948   0.0040       ML
 par_sim1980   1.2648   1.0851   0.6464   0.0000  15.6380   0.0040       ML
 par_sim1981   1.1641   1.0195   0.3028   0.0000   9.1703   0.0040       ML
 par_sim1982   1.7594   0.8516   0.5221   0.0000  45.9021   0.0040       ML
 par_sim1983   1.0561   0.5337   0.3602   0.0000  12.6293   0.0040       ML
 par_sim1984   1.7678   0.5790   0.5223   0.0000  56.9779   0.0040       ML
 par_sim1985   1.4289   0.9537   0.6172   0.0000  28.1997   0.0040       ML
 par_sim1986   0.9573   0.7703   0.6101   0.0000   0.6633   0.0030       ML
 par_sim1987   1.1283   1.0993   0.4674   0.0000   7.6660   0.0040       ML
 par_sim1988   2.2719   1.1821   0.6395   0.0000  43.8237   0.0030       ML
 par_sim1989   1.4731   0.6257   0.4803   0.0000  40.8043   0.0030       ML
 par_sim199   1.3777   0.6749   0.4691   0.0000  33.4473   0.0030       ML
 par_sim1990   0.8823   1.1641   0.3600   0.0000 -12.7928   0.0040       ML
 par_sim1991   1.4563   1.1570   0.4459   0.0000  21.7577   0.0030       ML
 par_sim1992   1.8398   1.5465   0.5790   0.0000  18.8670   0.0030       ML
 par_sim1993   1.2359   0.9945   0.7544   0.0000  17.2931   0.0040       ML
 par_sim1994   1.2337   1.2619   0.4631   0.0000   7.5389   0.0040       ML
 par_sim1995   1.4985   0.9364   0.6148   0.0000  30.8928   0.0040       ML
 par_sim1996   1.1367   0.5710   0.5717   0.0000  19.0232   0.0030       ML
 par_sim1997   1.8573   0.6131   0.4894   0.0000  59.1911   0.0030       ML
 par_sim1998   0.8424   1.2724   0.6455   0.0000 -20.6725   0.0030       ML
 par_sim1999   1.6309   0.5813   0.2469   0.0000  48.8068   0.0030       ML
 par_sim2   1.2998   1.2493   0.5375   0.0000  12.9975   0.0030       ML
 par_sim20   0.6956   1.1151   0.5073   0.0000 -35.2911   0.0050       ML
 par_sim200   0.9017   1.1932   0.6034   0.0000 -14.1959   0.0030       ML
 par_sim2000   1.3930   1.0639   0.3491   0.0000  23.3141   0.0030       ML
 par_sim2001   1.0464   1.1303   0.3983   0.0000  -1.2000   0.0030       ML
 par_sim2002   1.2232   1.0719   0.4950   0.0000  11.3636   0.0040       ML
 par_sim2003   0.9114   0.9115   0.5361   0.0000  -6.0298   0.0040       ML
 par_sim2004   1.8138  -0.2232   0.5056   0.0000  67.0492   0.0030       ML
 par_sim2005   1.2014   1.2812   0.2773   0.0000   5.6706   0.0040       ML
 par_sim2006   1.3802   1.1880   0.5130   0.0000  18.0765   0.0030       ML
 par_sim2007   1.5005   0.8934   0.5826   0.0000  34.4336   0.0040       ML
 par_sim2008   1.3274   1.3368   0.4579   0.0000  11.5418   0.0040       ML
 par_sim2009   1.3836   1.8230   0.5862   0.0000  -2.7326   0.0030       ML
 par_sim201   1.3520   0.8364   0.6506   0.0000  27.7447   0.0040       ML
 par_sim2010   1.0202   1.2376   0.4629   0.0000  -4.0223   0.0040       ML
 par_sim2011   0.9125   1.1684   0.5686   0.0000 -12.3039   0.0050       ML
 par_sim2012   1.5956   0.9621   0.5564   0.0000  34.2320   0.0060       ML
 par_sim2013   1.0102   1.9352   0.3929   0.0000 -20.2740   0.0030       ML
 par_sim2014   1.4848   0.5001   0.3656   0.0000  43.9279   0.0030       ML
 par_sim2015   1.3991   2.1199   0.6449   0.0000 -10.4753   0.0050       ML
 par_sim2016   1.5140   0.6940   0.4493   0.0000  39.4543   0.0040       ML
 par_sim2017   1.2738   1.2547   0.6231   0.0000   8.6804   0.0040       ML
 par_sim2018   1.1727   1.1107   0.5100   0.0000   7.7442   0.0030       ML
 par_sim2019   1.4228   1.5212   0.6595   0.0000   8.9583   0.0040       ML
 par_sim202   1.2637   1.5424   0.6852   0.0000   2.3762   0.0030       ML
 par_sim2020   1.2913   1.5395   0.3926   0.0000   3.2382   0.0040       ML
 par_sim2021   1.5539   1.3756   0.4908   0.0000  18.5749   0.0030       ML
 par_sim2022   0.9349   2.0354   0.5308   0.0000 -26.0212   0.0040       ML
 par_sim2023   1.5482   1.1941   0.5716   0.0000  23.9493   0.0040       ML
 par_sim2024   1.1278   0.2119   0.3889   0.0000  21.1369   0.0040       ML
 par_sim2025   2.0186   0.6190   0.5428   0.0000  65.1110   0.0030       ML
 par_sim2026   1.4620   0.7227   0.6335   0.0000  35.4839   0.0040       ML
 par_sim2027   1.2331   0.8521   0.2663   0.0000  18.9797   0.0040       ML
 par_sim2028   1.2371   1.5459   0.5570   0.0000  -0.9626   0.0040       ML
 par_sim2029   1.3970   1.2027   0.5630   0.0000  17.6470   0.0040       ML
 par_sim203   1.6633   0.2917   0.4432   0.0000  58.2858   0.0040       ML
 par_sim2030   1.5391   1.1625   0.7009   0.0000  25.7076   0.0040       ML
 par_sim2031   1.5704   0.6656   0.5450   0.0000  43.2713   0.0030       ML
 par_sim2032   1.0901   1.1606   0.5461   0.0000   2.5832   0.0050       ML
 par_sim2033   1.6452   1.2685   0.5434   0.0000  23.8132   0.0040       ML
 par_sim2034   1.2791   1.1372   0.4819   0.0000  12.4731   0.0040       ML
 par_sim2035   1.6328   1.4157   0.7477   0.0000  19.8346   0.0040       ML
 par_sim2036   1.2316   0.9228   0.4434   0.0000  18.1276   0.0030       ML
 par_sim2037   1.4925   0.8353   0.5278   0.0000  35.0658   0.0040       ML
 par_sim2038   1.4559   1.1282   0.6037   0.0000  23.4711   0.0020       ML
 par_sim2039   1.5606   1.6139   0.6034   0.0000   9.1687   0.0030       ML
 par_sim204   1.0463   0.2247   0.5049   0.0000  14.8300   0.0040       ML
 par_sim2040   1.0091   1.2240   0.5969   0.0000  -3.2770   0.0040       ML
 par_sim2041   1.3221   0.6335   0.7330   0.0000  30.6287   0.0040       ML
 par_sim2042   1.6657   1.2162   0.6014   0.0000  27.0876   0.0030       ML
 par_sim2043   1.2117   0.8519   0.6183   0.0000  18.5061   0.0030       ML
 par_sim2044   1.4519   1.7035   0.4228   0.0000   3.3060   0.0030       ML
 par_sim2045   0.8471   1.4752   0.4131   0.0000 -21.7719   0.0040       ML
 par_sim2046   1.0123   1.1073   0.5109   0.0000  -0.4213   0.0040       ML
 par_sim2047   1.3432   2.6679   0.4156   0.0000 -26.7520   0.0030       ML
 par_sim2048   1.8789   0.9582   0.4356   0.0000  45.2640   0.0030       ML
 par_sim2049   1.2556   0.6679   0.4501   0.0000  25.4134   0.0030       ML
 par_sim205   1.4245   1.8685   0.6670   0.0000  -2.4122   0.0030       ML
 par_sim2050   1.3396   1.0498   0.4952   0.0000  19.5386   0.0030       ML
 par_sim2051   1.5800   0.3058   0.4592   0.0000  53.4647   0.0030       ML
 par_sim2052   1.0689   0.4579   0.3912   0.0000  13.3341   0.0030       ML
 par_sim2053   1.2995   1.5075   0.4358   0.0000   4.8579   0.0030       ML
 par_sim2054   1.2327   1.1343   0.6615   0.0000  11.7302   0.0040       ML
 par_sim2055   1.0418   0.8355   0.5917   0.0000   3.8240   0.0040       ML
 par_sim2056   1.3032   0.9395   0.5323   0.0000  22.8349   0.0040       ML
 par_sim2057   1.1971   0.8674   0.4356   0.0000  16.8807   0.0030       ML
 par_sim2058   1.3103   0.9391   0.5140   0.0000  23.0778   0.0040       ML
 par_sim2059   1.1502   1.3349   0.6293   0.0000   1.5977   0.0040       ML
 par_sim206   1.2260   1.3091   0.6089   0.0000   8.0626   0.0040       ML
 par_sim2060   1.1612   0.8576   0.4783   0.0000  16.9752   0.0040       ML
 par_sim2061   1.4942   1.1335   0.6044   0.0000  23.9829   0.0040       ML
 par_sim2062   0.8967   0.7194   0.2844   0.0000  -4.2842   0.0030       ML
 par_sim2063   1.5660   1.2829   0.6149   0.0000  21.7394   0.0030       ML
 par_sim2064   1.7168   1.8126   0.4823   0.0000   6.5591   0.0040       ML
 par_sim2065   1.2031   2.0235   0.6005   0.0000 -14.3219   0.0040       ML
 par_sim2066   1.2932   1.4008   0.6204   0.0000   7.3168   0.0040       ML
 par_sim2067   1.2926   0.6488   0.4298   0.0000  28.3113   0.0040       ML
 par_sim2068   1.0501   0.5389   0.4809   0.0000  11.9499   0.0040       ML
 par_sim2069   1.1211   0.8367   0.4651   0.0000  12.1721   0.0030       ML
 par_sim207   1.1920   0.7143   0.6490   0.0000  19.0458   0.0040       ML
 par_sim2070   1.3817   0.8852   0.6433   0.0000  28.7593   0.0040       ML
 par_sim2071   1.2363   1.2194   0.5990   0.0000  10.1670   0.0040       ML
 par_sim2072   1.1222   1.5620   0.4990   0.0000  -4.3802   0.0030       ML
 par_sim2073   1.6251   1.4021   0.4860   0.0000  20.3861   0.0030       ML
 par_sim2074   1.1583   1.2375   0.5055   0.0000   3.4927   0.0040       ML
 par_sim2075   1.5071  -0.0521   0.5834   0.0000  51.2152   0.0040       ML
 par_sim2076   1.2039   1.5030   0.7316   0.0000   0.2806   0.0040       ML
 par_sim2077   1.7249   1.5036   0.5372   0.0000  18.8926   0.0040       ML
 par_sim2078   1.6169  -0.2428   0.4163   0.0000  57.9167   0.0040       ML
 par_sim2079   1.2477   0.6921   0.7064   0.0000  22.5246   0.0040       ML
 par_sim208   1.3063   1.3684   0.5507   0.0000   9.3172   0.0030       ML
 par_sim2080   1.4687   0.1090   0.6063   0.0000  47.2706   0.0030       ML
 par_sim2081   1.7555   1.0374   0.6746   0.0000  37.6196   0.0040       ML
 par_sim2082   1.6229   1.4640   0.3480   0.0000  17.3712   0.0030       ML
 par_sim2083   1.1271   0.2845   0.3222   0.0000  20.4555   0.0040       ML
 par_sim2084   1.4566   0.2790   0.3437   0.0000  44.8454   0.0040       ML
 par_sim2085   1.1663  -0.0005   0.4165   0.0000  24.9530   0.0030       ML
 par_sim2086   1.0191   1.1001   0.6737   0.0000   0.2178   0.0040       ML
 par_sim2087   1.4171   0.6554   0.6122   0.0000  36.4282   0.0030       ML
 par_sim2088   1.3649   1.2707   0.5172   0.0000  16.0989   0.0040       ML
 par_sim2089   1.5294   0.1546   0.4084   0.0000  52.5657   0.0020       ML
 par_sim209   1.4654   0.5129   0.4827   0.0000  41.5420   0.0040       ML
 par_sim2090   1.2805   0.8154   0.3232   0.0000  23.1909   0.0030       ML
 par_sim2091   1.4880   0.3273   0.4366   0.0000  46.9534   0.0030       ML
 par_sim2092   1.0731   1.7298   0.5093   0.0000 -13.0520   0.0050       ML
 par_sim2093   1.2261   0.3361   0.4016   0.0000  26.4291   0.0080       ML
 par_sim2094   1.2943   0.8928   0.5539   0.0000  21.7460   0.0040       ML
 par_sim2095   1.5960   0.5112   0.4148   0.0000  51.3749   0.0030       ML
 par_sim2096   1.2423   1.3322   0.7671   0.0000   6.9443   0.0040       ML
 par_sim2097   1.3477   1.1130   0.6340   0.0000  19.0723   0.0030       ML
 par_sim2098   1.3412   0.4972   0.4498   0.0000  33.4626   0.0030       ML
 par_sim2099   1.5029   0.9766   0.5286   0.0000  31.6535   0.0030       ML
 par_sim21   1.4752   0.9573   0.5853   0.0000  28.8272   0.0030       ML
 par_sim210   1.3907   1.0801   0.4982   0.0000  22.0438   0.0030       ML
 par_sim2100   1.0919   0.5997   0.5250   0.0000  14.3661   0.0030       ML
 par_sim2101   1.1086   1.2350   0.5790   0.0000   2.6539   0.0030       ML
 par_sim2102   1.7958   1.3234   0.4425   0.0000  27.5077   0.0020       ML
 par_sim2103   0.9254   1.3330   0.4972   0.0000 -11.8856   0.0030       ML
 par_sim2104   1.8904   1.3205   0.3661   0.0000  29.2466   0.0030       ML
 par_sim2105   1.3272   1.1341   0.5544   0.0000  17.2708   0.0030       ML
 par_sim2106   1.1948   1.2128   0.7147   0.0000   5.7995   0.0030       ML
 par_sim2107   1.8854   0.6607   0.6131   0.0000  58.3983   0.0040       ML
 par_sim2108   1.3963   0.5961   0.3484   0.0000  36.5879   0.0030       ML
 par_sim2109   1.7520   1.2638   0.2209   0.0000  28.1892   0.0020       ML
 par_sim211   1.6072   1.0691   0.4703   0.0000  29.9283   0.0030       ML
 par_sim2110   1.3651   1.5042   0.5510   0.0000   8.6626   0.0020       ML
 par_sim2111   1.4713   0.3374   0.4236   0.0000  44.2097   0.0030       ML
 par_sim2112   0.9270   1.2513   0.3906   0.0000 -11.7202   0.0030       ML
 par_sim2113   1.2740   1.2496   0.4838   0.0000  12.4068   0.0030       ML
 par_sim2114   1.5434   0.6069   0.4441   0.0000  44.1697   0.0020       ML
 par_sim2115   1.4342   1.1968   0.7277   0.0000  21.7648   0.0030       ML
 par_sim2116   1.1954   1.2671   0.4295   0.0000   6.4513   0.0040       ML
 par_sim2117   1.6338   0.5871   0.4418   0.0000  47.9840   0.0030       ML
 par_sim2118   1.2534   0.9080   0.4683   0.0000  19.7821   0.0030       ML
 par_sim2119   1.2291   0.5311   0.5228   0.0000  26.3720   0.0030       ML
 par_sim212   1.8545   1.5187   0.4419   0.0000  20.2556   0.0030       ML
 par_sim2120   1.1351   1.7110   0.6131   0.0000  -8.0175   0.0040       ML
 par_sim2121   1.3260   0.6542   0.4449   0.0000  28.2046   0.0030       ML
 par_sim2122   1.5626   1.3558   0.5038   0.0000  17.5965   0.0030       ML
 par_sim2123   1.1329   1.3222   0.5613   0.0000   1.8642   0.0030       ML
 par_sim2124   1.3193   0.9503   0.6278   0.0000  22.2143   0.0030       ML
 par_sim2125   1.8986   1.0490   0.5723   0.0000  41.6277   0.0030       ML
 par_sim2126   1.3952   1.1611   0.7193   0.0000  20.2269   0.0040       ML
 par_sim2127   1.3567   0.9837   0.5310   0.0000  24.6983   0.0030       ML
 par_sim2128   1.3543   0.6232   0.4287   0.0000  32.3198   0.0030       ML
 par_sim2129   1.4500   0.2777   0.6714   0.0000  45.1359   0.0030       ML
 par_sim213   1.3191   0.7910   0.4397   0.0000  26.2291   0.0030       ML
 par_sim2130   1.6104   1.1449   0.4676   0.0000  28.1626   0.0030       ML
 par_sim2131   1.7727   1.7078   0.4510   0.0000  11.7187   0.0030       ML
 par_sim2132   1.3983   0.8088   0.5640   0.0000  31.1969   0.0030       ML
 par_sim2133   1.4637   0.8538   0.3657   0.0000  33.0581   0.0020       ML
 par_sim2134   1.7879   0.7098   0.5448   0.0000  51.9076   0.0030       ML
 par_sim2135   1.3439   1.0707   0.6479   0.0000  21.8516   0.0030       ML
 par_sim2136   1.0624   0.1522   0.5652   0.0000  14.6645   0.0030       ML
 par_sim2137   1.4264   1.7513   0.4821   0.0000   0.8330   0.0030       ML
 par_sim2138   1.1676   1.1908   0.4125   0.0000   6.6501   0.0030       ML
 par_sim2139   1.5867   0.4786   0.5199   0.0000  48.9880   0.0030       ML
 par_sim214   1.3029   1.0088   0.5100   0.0000  21.7457   0.0030       ML
 par_sim2140   1.4859   0.6290   0.5539   0.0000  40.6160   0.0030       ML
 par_sim2141   1.1048   0.8455   0.5042   0.0000  10.9827   0.0030       ML
 par_sim2142   1.1589   0.4839   0.2830   0.0000  22.2852   0.0020       ML
 par_sim2143   1.3502   1.2300   0.7053   0.0000  15.1627   0.0030       ML
 par_sim2144   1.5277   0.7623   0.6098   0.0000  37.7888   0.0030       ML
 par_sim2145   1.7537   0.8884   0.5998   0.0000  42.7329   0.0030       ML
 par_sim2146   1.6777   1.1614   0.7598   0.0000  30.9067   0.0030       ML
 par_sim2147   1.4178   1.1252   0.4364   0.0000  22.9887   0.0050       ML
 par_sim2148   1.2559   1.4800   0.7114   0.0000   2.5179   0.0030       ML
 par_sim2149   1.2145   0.8633   0.3937   0.0000  17.6170   0.0040       ML
 par_sim215   1.6500   0.3450   0.3254   0.0000  56.6550   0.0030       ML
 par_sim2150   1.6918   1.4654   0.5282   0.0000  20.1055   0.0040       ML
 par_sim2151   1.2268   1.4181   0.4996   0.0000   5.1232   0.0030       ML
 par_sim2152   1.5310   1.0088   0.4344   0.0000  29.7057   0.0030       ML
 par_sim2153   1.4952   0.3953   0.3785   0.0000  43.7382   0.0030       ML
 par_sim2154   1.5062   0.7711   0.5435   0.0000  36.6701   0.0030       ML
 par_sim2155   1.4930   1.6049   0.5848   0.0000   8.4643   0.0030       ML
 par_sim2156   1.4413   1.3328   0.5735   0.0000  16.7147   0.0030       ML
 par_sim2157   1.5675   0.9836   0.6692   0.0000  32.0115   0.0030       ML
 par_sim2158   1.7396   0.4328   0.6844   0.0000  58.6741   0.0030       ML
 par_sim2159   1.0983   0.8490   0.5238   0.0000  10.5490   0.0020       ML
 par_sim216   0.7327   0.4343   0.5597   0.0000 -21.9134   0.0030       ML
 par_sim2160   1.5353   1.7250   0.4310   0.0000   5.6614   0.0030       ML
 par_sim2161   1.1623   0.9971   0.4717   0.0000  11.0147   0.0030       ML
 par_sim2162   1.4106   0.8683   0.4788   0.0000  30.7741   0.0020       ML
 par_sim2163   1.6521   0.6392   0.6519   0.0000  47.9512   0.0020       ML
 par_sim2164   1.1761   1.0039   0.4675   0.0000  10.5786   0.0020       ML
 par_sim2165   1.5804   0.6550   0.6460   0.0000  44.8740   0.0030       ML
 par_sim2166   1.8082   0.8898   0.5425   0.0000  46.6924   0.0020       ML
 par_sim2167   1.0570   0.9052   0.6385   0.0000   4.6042   0.0030       ML
 par_sim2168   2.0447   1.1120   0.4865   0.0000  41.6996   0.0030       ML
 par_sim2169   1.2192   1.1221   0.4028   0.0000  12.2089   0.0030       ML
 par_sim217   1.5667   0.6872   0.6497   0.0000  40.8330   0.0040       ML
 par_sim2170   1.1517   0.7250   0.5834   0.0000  17.0088   0.0190       ML
 par_sim2171   1.4160   1.6094   0.7489   0.0000   4.7257   0.0060       ML
 par_sim2172   1.2439   0.9086   0.5199   0.0000  19.5731   0.0030       ML
 par_sim2173   0.9087   1.4810   0.6180   0.0000 -15.9913   0.0030       ML
 par_sim2174   1.2203   1.0149   0.6125   0.0000  15.5421   0.0040       ML
 par_sim2175   1.1841   0.6814   0.5423   0.0000  22.3580   0.0030       ML
 par_sim2176   1.1713   2.6740   0.3762   0.0000 -31.9854   0.0030       ML
 par_sim2177   1.1465   0.4308   0.5107   0.0000  19.6149   0.0030       ML
 par_sim2178   1.0981   0.3706   0.6627   0.0000  16.4292   0.0030       ML
 par_sim2179   1.2901   0.5837   0.5698   0.0000  28.7657   0.0030       ML
 par_sim218   1.0891   0.7047   0.5757   0.0000  10.2127   0.0030       ML
 par_sim2180   0.7824   0.1005   0.5394   0.0000 -14.1268   0.0030       ML
 par_sim2181   1.4988  -0.1613   0.5392   0.0000  48.6125   0.0030       ML
 par_sim2182   1.2811   1.3876   0.6795   0.0000   7.8479   0.0040       ML
 par_sim2183   1.3930   0.7256   0.5281   0.0000  33.9665   0.0040       ML
 par_sim2184   1.0945   0.8634   0.4589   0.0000   9.2377   0.0050       ML
 par_sim2185   1.3517   1.5579   0.4540   0.0000   3.5414   0.0040       ML
 par_sim2186   1.4060   0.2263   0.4220   0.0000  43.1228   0.0030       ML
 par_sim2187   1.6591   0.6319   0.4572   0.0000  48.7559   0.0030       ML
 par_sim2188   1.8529   1.8172   0.3058   0.0000   8.9014   0.0030       ML
 par_sim2189   1.3169   0.4908   0.5128   0.0000  34.0813   0.0040       ML
 par_sim219   1.0155   1.7367   0.4412   0.0000 -14.7174   0.0030       ML
 par_sim2190   1.1867   0.4733   0.3888   0.0000  24.5801   0.0030       ML
 par_sim2191   1.4516   0.6661   0.5367   0.0000  35.6752   0.0030       ML
 par_sim2192   1.1066   1.2326   0.3042   0.0000   2.7262   0.0030       ML
 par_sim2193   1.4193   1.4370   0.5290   0.0000  10.7934   0.0030       ML
 par_sim2194   1.0614   1.7363   0.5409   0.0000 -13.7113   0.0040       ML
 par_sim2195   1.5230   1.0178   0.8112   0.0000  28.9178   0.0030       ML
 par_sim2196   1.5728   1.8023   0.5689   0.0000   3.1241   0.0030       ML
 par_sim2197   1.0256   1.5696   0.5122   0.0000 -10.0482   0.0040       ML
 par_sim2198   0.9930   0.2465   0.3927   0.0000   6.5401   0.0040       ML
 par_sim2199   1.4163   0.6004   0.6678   0.0000  36.1542   0.0040       ML
 par_sim22   1.2546   1.8310   0.6630   0.0000  -7.7697   0.0030       ML
 par_sim220   1.1161   0.7545   0.5600   0.0000  13.2023   0.0040       ML
 par_sim2200   0.9113   0.7513   0.5163   0.0000  -7.2207   0.0040       ML
 par_sim2201   1.0811   0.6874   0.4588   0.0000  12.1710   0.0040       ML
 par_sim2202   1.1776   1.5493   0.4499   0.0000  -2.3579   0.0040       ML
 par_sim2203   1.4152   0.5449   0.4466   0.0000  36.3777   0.0030       ML
 par_sim2204   1.4073   0.7295   0.6188   0.0000  33.9036   0.0030       ML
 par_sim2205   1.0473   0.2241   0.4720   0.0000  15.0130   0.0020       ML
 par_sim2206   1.9012   0.7781   0.9424   0.0000  54.5165   0.0030       ML
 par_sim2207   1.1096   1.2217   0.5927   0.0000   3.4300   0.0030       ML
 par_sim2208   1.1369   1.2068   0.3923   0.0000   5.0051   0.0030       ML
 par_sim2209   0.8187   1.2319   0.3323   0.0000 -19.0628   0.0030       ML
 par_sim221   1.4964   0.9144   0.5853   0.0000  32.6483   0.0030       ML
 par_sim2210   1.2600   1.0833   0.6026   0.0000  15.4799   0.0020       ML
 par_sim2211   1.3148   1.8050   0.3664   0.0000  -3.7578   0.0020       ML
 par_sim2212   1.5097   1.1265   0.4616   0.0000  27.5586   0.0030       ML
 par_sim2213   1.4339   0.6411   0.6455   0.0000  38.2331   0.0040       ML
 par_sim2214   1.3742   1.1141   0.3802   0.0000  19.5497   0.0030       ML
 par_sim2215   1.3073   0.9739   0.4642   0.0000  20.2244   0.0030       ML
 par_sim2216   1.2559   0.7414   0.4108   0.0000  24.0031   0.0030       ML
 par_sim2217   1.3408   1.2072   0.3835   0.0000  16.3286   0.0030       ML
 par_sim2218   1.4784   2.2857   0.5709   0.0000 -13.2960   0.0030       ML
 par_sim2219   1.4516   0.5087   0.6199   0.0000  41.9978   0.0030       ML
 par_sim222   1.6739   1.1738   0.6076   0.0000  29.9356   0.0030       ML
